Bad Lead,Company Name,Website,Career Link,Location,Driving Distance,Jace Notes,,
FALSE,6IXTH CITY MARKETING,https://www.sixthcitymarketing.com/,https://www.sixthcitymarketing.com/careers/,"35 E Gay St, #324, Columbus, OH",,,,
TRUE,Smith Commerce,https://smithcommerce.com/,https://smithcommerce.com/about/careers/,"555 Edgar Waldo Way Suite 401, Columbus, OH 43215",,,,
FALSE,Kow Abundant,https://kowabundant.com/,https://kowabundant.com/columbus-marketing-jobs/,"1071 Fishinger Road STE 109, Columbus, Ohio 43221",,,,
FALSE,Third Street Digital,https://thirdstreetdigital.com/,https://thirdstreetdigital.com/good-jobs/,"15 W Cherry St #401, Columbus, OH 43215",,,,
FALSE,Fuego Leads,https://fuegoleads.io/,https://fuegoleads.io/careers-page/,"243 N 5th St, Columbus, OH 43215",,,,
FALSE,Mindstream Interactive,https://www.fahlgrenmortine.com/,https://www.fahlgrenmortine.com/careers,"4030 Easton Station Suite 300, Columbus, OH 43219",,,,
FALSE,Postali LLC,https://www.postali.com/,https://www.postali.com/careers/,"274 Marconi Blvd, Ste 220, Columbus, OH 43215",,,,
FALSE,Post House Creative,https://posthouse.tv/,https://posthouse.tv/careers/,"52 E Lynn St, Columbus, OH 43215",,,,
FALSE,Rebel Marketing,https://myrebelmarketing.com/,https://myrebelmarketing.com/careers,Columbus,,,,
FALSE,ZoCo Design,https://zocodesign.com/,https://zocodesign.com/careers,"1027 W. 5th Ave, Columbus, OH 43212",,,,
FALSE,Emily Journey & Associates,https://emilyjourney.com/,https://emilyjourney.com/careers/,"1733 W Lane Ave Suite 20, Columbus, OH 43221",,,,
FALSE,Prestige Pro Media,https://prestigepromedia.com/,https://prestigepromedia.com/careers.html,"5 E Long St #601, Columbus, OH 43215",,,,
FALSE,Electric Eye,https://electriceye.io/,https://electriceye.io/pages/careers,"PO Box #2921 Columbus, OH 43216",,,,
FALSE,mywebWOW!,https://www.mywebwow.com/,https://www.mywebwow.com/careers/,"1156 Dublin Road STE 104, Columbus OH 43215",,,,
FALSE,SkySprout,https://skysprout.com/,https://skysprout.com/careers/,"2605 Northland Plaza Dr. Columbus, ohio 43231",,,,
FALSE,Upward Brand Interactions,https://www.goupward.com/,https://www.goupward.com/about/career.html,"772 N High St Suite 201, Columbus, OH 43215",,,,
FALSE,Blue Laser Digital,https://www.bluelaserdigital.com/,https://www.bluelaserdigital.com/about/#careers,"170 North Sunbury Road, Westerville, OH 43081",19 min,,,
FALSE,Werth,https://werthpr.com/,https://werthpr.com/careers/,"10 North High Street Suite 300, Columbus, OH 43215",,,,
FALSE,Hanson Inc.,https://www.hansoninc.com/,https://www.hansoninc.com/careers/,"629 N High St 4th floor, Columbus, OH 43215",,,,
FALSE,Northpeak,https://northpeak.io/,https://northpeak.io/careers/,"800 N High St, Columbus, OH 43215",,,,
FALSE,DOmedia LLC,https://www.domedia.com/,https://www.domedia.com/careers,"433 W State St suite 235, Columbus, OH 43215",,,,
FALSE,WillowTree,https://www.willowtreeapps.com/,https://www.willowtreeapps.com/careers/jobs,"274 Marconi Blvd #300, Columbus, OH 43215",,,,
FALSE,"Willan Technologies, LLC",https://willantech.com/,https://willantech.com/job-profiles,"6555 Busch Blvd, Suite 103, Columbus, OH 43229",,,,
FALSE,"Software Verde, LLC",https://www.softwareverde.com/,https://www.softwareverde.com/contact.html,"1822 Henderson Rd Columbus, OH 43220",,,,
FALSE,"Arnet Technologies, Inc.",https://arnettechnologies.com/,https://arnettechnologies.com/about-us/careers/,"445 Hutchinson Ave, Suite 575, Columbus, Ohio 43235",,,,
FALSE,"IntelliX Software, Inc",https://intellixsoftware.com/,https://intellixsoftware.com/careers,"134 Northwoods Blvd, Suite B-2 Columbus OH 43235",,,,
TRUE,Synapse Tech Services,https://www.synapsetechservice.com/,https://www.synapsetechservice.com/careers/,"4449 Easton Way #200, Columbus, OH 43219",,,,
FALSE,"Switchbox, Inc.",https://www.switchboxinc.com/,https://www.switchboxinc.com/careers/,"4500 Mobile Dr, Columbus, OH 43220",,,,
FALSE,GroupEleven Consulting,https://www.groupeleven.com/,https://www.groupeleven.com/careers,"480 Olde Worthington Road Suite 370, Westerville, OH 43082",19 min,,,
FALSE,maven,https://www.choosemaven.net/,https://www.choosemaven.net/careers/,"904 E. Broad St, Columbus, OH 43235",,,,
TRUE,"Columbus Technology Solutions, Inc.",https://columbustechsolutions.com/,https://columbustechsolutions.com/career.php,"545 Metro Place South, Suite 100 Dublin OH 43017",19 min,,,
FALSE,SkyNet,https://skynetmts.com/,https://skynetmts.com/careers/,"400 W. Wilson Bridge Rd. Worthington, OH 43085",16 min,,,
FALSE,United Software Group Inc,https://www.usgrpinc.com/,https://www.usgrpinc.com/career.php,"6000 Venture Dr,, Dublin, OH -43017",19 min,,,
FALSE,CapTech,https://www.captechconsulting.com/,https://www.captechconsulting.com/careers/current-openings,"175 S 3rd St #820, Columbus, OH 43215",,,,
TRUE,Navigator Management Partners,https://avaap.com/,https://avaap.com/careers/careers-detail/#open-positions,"1400 Goodale Blvd., Suite 100, Columbus, OH 43212",,,,
FALSE,OSA Technology Partners,https://osa.io/,https://osa.io/careers/,"11 E. Gay Street, Suite 200 Columbus, OH 43215",,,,
FALSE,Cluster Software Inc,http://www.clustersoft.com/,http://www.clustersoft.com/openings.html,"2674 Billingsley Rd, Columbus, OH 43235",,,,
FALSE,Futurety,https://futurety.com/,https://futurety.com/our-team/careers/,"3260 W. Henderson Rd. Suite 100, Columbus, OH 43220",,,,
FALSE,Perpetual Progress,https://www.perpetualprogress.com/,https://www.perpetualprogress.com/careers/,"5165 Emerald Parkway, Suite 110 Dublin, OH 43017",19 min,,,
TRUE,Bread Financial,https://www.breadfinancial.com/,https://careers.breadfinancial.com/us/en?_gl=1*v3cpvl*_gcl_au*MTQ1Njk1NDI4OS4xNzQxNDgyNzc5,"3095 Loyalty Circle, Columbus, OH, United States, Ohio",,,,
TRUE,Schneider Downs & Co.,https://schneiderdowns.com/,https://schneiderdowns.com/careers/,"65 East State Street, Suite 2000 Columbus, OH 43215",,,,
TRUE,Fairway Independent Mortgage,https://www.fairway.com/,https://www.fairway.com/careers,"579 Executive Campus Drive, Suite 310 Wester ille, OH 43082",19 min,,,
TRUE,Baird,https://www.rwbaird.com/,https://bairdcareers.com/career-search/,"800 Yard Street, Suite 225, Grandview Heights, OH 43212",,,,
TRUE,Lifetime Financial Growth,https://www.lifetimefinancialgrowth.com/,https://www.lifetimefinancialgrowth.com/p/careers,"8425 Pulsar Place, Suite 450 Columbus, OH 43240",,,,
TRUE,Matic,https://matic.com/,https://matic.com/careers/#open-positions,"585 S Front St #300, Columbus, OH 43215",,,,
TRUE,Isner Insurance Associates,https://www.isnerinsurance.com/,https://www.isnerinsurance.com/careers/,"3695 N High St Columbus, OH 43214",,,,
TRUE,Branch Insurance,https://www.ourbranch.com/,https://www.ourbranch.com/s/careers,"20 E Broad St Ste. 1200, Columbus, OH 43215",,,,
FALSE,Reveleer,https://www.reveleer.com/,https://reveleer.breezy.hr/,"6525 W. Campus Oval, Suite 110 New Albany, OH 43054",21 min,,,
TRUE,Cardinal Health,https://www.cardinalhealth.com/,https://www.cardinalhealth.com/en/careers.html,"7000 Cardinal Place Dublin, OH 43017",,,,
FALSE,MAXtech Agency,https://maxtechagency.com/,https://maxtechagency.com/careers/,"8740 Orion Place #150, Columbus, OH 43240",,,,
FALSE,Goodwin,https://www.hellogoodwin.com/,https://www.hellogoodwin.com/careers,"4130 E 5th Ave Ste 9 Columbus, OH 43219",,,,
FALSE,"Guild Associates, Inc",https://www.guildassociates.com/,https://www.guildassociates.com/careers/,"5750 Shier Rings Road, Dublin, Ohio 43016",19 min,,,
FALSE,Doyle HCM,https://doylehcm.com/,https://doylehcm.com/careers/,"735 Taylor Road, Suite 100 Gahanna, OH 43230",12 min,,,
TRUE,"Nationwide Energy Partners, LLC.",https://www.nationwideenergypartners.com/,https://nationwideenergypartnersllc.applytojob.com/apply,"230 West Street, #250 Columbus, OH 43215",,,,
FALSE,"Path Robotics, Inc",https://www.path-robotics.com/,https://www.path-robotics.com/who-we-are/careers/,"3950 Business Park Drive Columbus, OH 43204",,,,
FALSE,SmartFinancial Insurance,https://smartfinancial.com/,https://smartfinancial.com/careers,Open for remote jobs,,,,
FALSE,Immuta,https://www.immuta.com/,https://www.immuta.com/careers/#open-positions,"886 N. High Street, 3rd Floor Columbus, OH 43215",,,,
FALSE,Bold Penguin,https://www.boldpenguin.com/,https://www.boldpenguin.com/open-roles,"6555 Longshore Street Suite 200 Dublin, OH 43017",19 min,,,
TRUE,Illuminate USA,https://illuminateusa.com/,https://illuminateusa.com/careers/,"3600 Etna Parkway Pataskala, Ohio 43062",26 min,,,
TRUE,Root,https://www.joinroot.com/,https://inc.joinroot.com/careers/,"80 E. Rich Street Suite 500 Columbus, OH 43215",,can't find a way to contact other than applying for a role I don't qualify for,,
TRUE,Forge Biologics,https://www.forgebiologics.com/#,https://www.forgebiologics.com/careers/,"3900 Gantz Rd, Grove City, OH 43123",15 min,,,
FALSE,Orange Barrel Media,https://obm.com/,https://obm.com/careers/,"250 North Hartford Ave. Columbus, OH 43222",,,,
FALSE,ERPA,https://www.erpa.com/,https://www.erpa.com/about/careers/,"425 Metro Place N Suite 510 Dublin, OH 43017",19 min,,,
FALSE,Coeo,https://www.coeo.com/,https://www.coeo.com/current-vacancies/,"Berkshire, Ohio ",24 min,,,
FALSE,Foxen,https://www.foxen.com/,https://www.foxen.com/careers,"333 W. Nationwide Blvd Columbus, OH 43215",,,,
FALSE,FMX,https://www.gofmx.com/,https://www.gofmx.com/careers/,"800 Yard Street Columbus, Ohio 43212",,,,
FALSE,CoverMyMeds,https://www.covermymeds.health/,https://experience.covermymeds.com/open-positions,"910 John Street, Columbus, Ohio 43222",,,,
TRUE,Encova Insurance,https://www.encova.com/,https://www.encova.com/careers/,"471 E. Broad St. Columbus, OH 43215",,can't find a way to contact other than applying for a role I don't qualify for,,
TRUE,Jifiti,https://www.jifiti.com/,https://www.jifiti.com/jobs/,"1985 W. Henderson Rd. Columbus, OH 43220",,,,
FALSE,Geben Communication,https://www.gebencommunication.com/,https://www.gebencommunication.com/careers,"143 E Main St #200 Columbus, OH 43215",,,,
FALSE,HoloPundits,https://www.holopundits.com/,https://www.holopundits.com/careers.html,"475 Metro Place South, Suite 120, Dublin, OH 43017",19 min,,,
FALSE,Trimah Technologies,https://trimahtech.com/,https://trimahtech.com/career,"3934 N Hampton Dr Powell, OH 43065",22 min,,,
FALSE,SMACT Works,https://www.smactworks.com/,https://www.smactworks.com/company/careers.html,"475 Metro PI S, Suite 120 Dublin, OH 43017",19 min,,,
FALSE,Deemsys Inc,https://www.deemsysinc.com/,https://www.deemsysinc.com/career,"800 Cross Pointe Road, Suite A,Gahanna, OH 43230",12 min,,,
FALSE,SVATS,https://www.svatsinc.com/,https://www.svatsinc.com/career.php,"589 Carle Ave, Lewis Center, OH 43035",25 min ,,,
FALSE,SrinSoft Technologies,https://www.srinsofttech.com/,https://www.srinsofttech.com/career.html,"7243 Sawmill Rd #205, Dublin, OH 43016",19 min,,,
FALSE,Crystxl,https://crystxl.com/,https://crystxl.com/career,"Dublin, OH 43016,USA",19 min,,,
FALSE,Heitmeyer Consulting,https://www.heitmeyerconsulting.com/,https://www.heitmeyerconsulting.com/job-search/,"501 West Schrock Road Suite 410 Westerville, Ohio 43081",19 min,,,
FALSE,Ocean Blue Solutions,https://www.oceanbluecorp.com/,https://www.oceanbluecorp.com/jobs,"9775 Fairway Drive Suite #C Powell,OH - 43065",22 min,,,
TRUE,Miles IT,https://www.milesit.com/,https://www.milesit.com/careers/#openings,"6977 Norton Crossing St, New Albany, OH 43054",22 min,,,
FALSE,Acumatica,https://www.acumatica.com/,https://www.acumatica.com/careers/,"470 Olde Worthington Rd #460, Westerville, OH 43082",19 min,,,
FALSE,Sequentur,https://www.sequentur.com/,https://www.sequentur.com/careers/,"21 E State St #200, Columbus, OH 43215",,,,
TRUE,GP Creative,https://www.gpcreativeteam.com/,https://www.gpcreativeteam.com/careers,"985 Bethel Road, Suite A  Columbus, Ohio 43214",,,,
FALSE,Slide Nine Agency,https://www.slidenine.com/,https://www.slidenine.com/careers,"659 High St, Worthington, OH 43085",16 min,,,
FALSE,Cloud Cover LLC,https://cloud-cover.me/,https://cloud-cover.me/careers,"500 W Wilson Bridge Rd Suite 105, Worthington, OH 43085",16 min,,,
FALSE,DataField Technology Services,https://datafieldusa.com/,https://datafieldusa.com/find-a-job/,"25 W New England Ave Worthington, Ohio 43085",16 min,,,
FALSE,Stafford Technology,https://www.stafford-technology.com/,https://www.stafford-technology.com/open-jobs/,"400 W Wilson Bridge Rd Suite 130, Worthington, OH 43085",16 min,,,
TRUE,DineEngine,https://dineengine.com/,https://dineengine.com/company/careers/,"733-C Lakeview Plaza Blvd. Worthington, Ohio 43085",16 min,,,
FALSE,SparkzIT,https://sparkzit.com/,https://sparkzit.com/careers/,200 E Campus view BLVD STE 200 Columbus OH 43235-4678,,,,
FALSE,Flairdocs,https://flairdocs.com/,https://flairdocs.com/careers/,"7720 Rivers Edge Dr.Suite 200 Columbus, OH 43235",,,,
FALSE,"American Business Solutions, Inc.",https://www.absi-usa.com/,https://www.absi-usa.com/career-benefits.shtml,"8850 Whitney Drive, Lewis Center, OH 43035",24 min,,,
FALSE,Workstate,https://www.workstate.com/,https://www.workstate.com/careers/,"30 Spruce St. Columbus, OH 43215",,,,
FALSE,Northwoods,https://www.teamnorthwoods.com/,https://www.teamnorthwoods.com/careers/,"5200 Rings Road Dublin, OH 43017",20 min,,,
FALSE,"Optimum Technology, Inc.",https://www.otech.com/,https://otech.com/about-us/careers/,"9922 Brewster Lane Powell, OH 43065",21 min,,,
FALSE,Technocraft Solutions LLC,https://technocraftsol.com/,https://technocraftsol.com/contingent-roles/permanent-roles/,"3974 Brown Park Drive, Suite F, Hilliard, Ohio  43026",16 min,,,
FALSE,Spritle software LLC,https://www.spritle.com/,https://www.spritle.com/careers/,"2606 Hilliard Rome Rd PMB1151, Hilliard, OH 43026",16 min,,,
FALSE,G2O,https://g2o.com/,https://g2o.com/job-openings/,"5455 Rings Rd Suite 500 Dublin, OH 43017",19 min,,,
FALSE,Outliant,https://www.outliant.com/,https://www.outliant.com/careers,Open for remote jobs,,,,
FALSE,Savas Labs,https://savaslabs.com/,https://savaslabs.com/careers,Open for remote jobs,,,,
FALSE,Whiteboard Marketing,https://whiteboard-mktg.com/,https://whiteboard-mktg.com/about/careers/,"5950 Venture Dr Dublin, OH 43017",21 min,,,
FALSE,VARGO Tech Center,https://vargosolutions.com/,https://vargosolutions.com/careers/,"5555 Frantz Road Dublin, Ohio 43017",21 min,,,
FALSE,"BigThumb, LLC",https://www.bigthumb.com/,https://www.bigthumb.com/careers/,"6235 Enterprise Ct, Dublin, OH 43016",24 min,,,
FALSE,Goken America,https://www.goken-global.com/,https://www.goken-global.com/careers/,"5100 Parkcenter Avenue, Dublin, Ohio 43017",21 min,,,
FALSE,Sudden Impact Marketing,https://www.simarketing.net/,https://www.simarketing.net/careers/,"653 McCorkle Boulevard, Suite J Westerville, OH 43082",19 min,,,
FALSE,Parallel Path,https://parallelpath.com/,https://parallelpath.com/careers/,"2256 Atlee Ct, Columbus OH 43220",,,,
FALSE,Seller Rocket,https://sellerrocket.io/,https://sellerrocket.io/careers/,"Dublin, Ohio",19 min,,,
TRUE,RankingGrow,https://rankinggrow.com/,https://rankinggrow.com/careers/,"Columbus, Ohio",,,,
FALSE,Honeycomb Technologies,https://www.honeycombtech.org/,https://www.honeycombtech.org/careers,"470 Olde Worthington Road Suite 200, Westerville, Ohio, 43082",19 min,,,
FALSE,The Shipyard,https://www.theshipyard.com/,https://careers.theshipyard.com/,"580 North 4th Street, Suite 500 Columbus, OH 43215",,,,
FALSE,EnginePoint Marketing,https://enginepoint.com/,https://enginepoint.com/careers/,"752 North State Street #253 Westerville, OH 43028",19 min,,,
FALSE,Kreber,https://www.kreber.com/,https://www.kreber.com/careers,"2580 Westbelt Dr. Columbus, OH 43228",,,,
FALSE,Ron Foth Advertising,https://ronfoth.com/,https://ronfoth.com/careers/,"8100 North High Street Columbus, OH 43235",,,,
FALSE,GO2 Partners,https://www.go2partners.com/,https://www.go2partners.com/go2-partners-careers,"655 Metro Place South Suite 340 Dublin, OH 43017",19 min,,,
FALSE,ZED Digital,https://zed.digital/,https://zed.digital/careers/,"1275 Kinnear Rd, Columbus OH 43212-4012",,,,
FALSE,Digital Spark Studio,https://www.digitalsparkstudio.com/,https://www.digitalsparkstudio.com/careers/,"6235 Enterprise Ct. Dublin, Ohio 43017",19 min,,,
FALSE,Wavefront Software Inc,https://www.wavefrontsoftware.com/,https://www.wavefrontsoftware.com/careers/,"Dublin, OH 43016",19 min,,,
FALSE,Time Agency Group,https://timeagencygroup.com/,https://timeagencygroup.com/get-hired/,"4083 Copeland Ct, Powell, OH 43065",21 min,,,
FALSE,Spinta Digital,https://spintadigital.com/,https://spintadigital.com/career/,"8425 Pulsar Pl, Suite 280 Columbus, OH 43240",,,,
FALSE,Leaderpromos,https://leaderpromosagency.com/,https://leaderpromosagency.com/careers/,"790 East Johnstown Rd Columbus, OH 43230",,,,
FALSE,Lextant North,https://www.lextant.com/,https://www.lextant.com/careers/,"250 S HIGH ST #600 COLUMBUS, OH 43215",,,,
FALSE,Baker Creative,https://baker-creative.com/,https://baker-creative.com/looking-for-a-career-to-thrive/,"386 Main Street, Groveport, Ohio 43125",19 min,,,
FALSE,Base22 LLC,https://base22.com/,https://base22.com/careers/,"1056 Ridge St Columbus, Ohio, 43215",,,,
FALSE,DevCare Solutions,https://www.devcare.com/,https://www.devcare.com/career/,"579 Executive Campus Dr, Suite 370, Westerville, OH-43082",19 min,,,
FALSE,DATAECONOMY,https://dataeconomy.ai/,https://dataeconomy.zohorecruit.com/jobs/Careers,"565 Metro Pl S #300 Dublin, OH 43017",19 min,,,
TRUE,Sritech Global,http://sritechglobal.com/,http://sritechglobal.com/careers.html,"341 S 3rd Street, Suite 100 Columbus OH 43215",,,,
FALSE,Incubit LLC,https://www.incubit.com/,https://www.incubit.com/current-openings,"40 N Sandusky St, Delaware, OH 43015",32 min,,,
FALSE,Fortis Cyber Solutions,https://www.fortis-cyber.com/,https://www.fortis-cyber.com/web/careers/,"1209 Hill Road North #185 Columbus, Ohio 43147",,,,
FALSE,Kaiser Consulting,https://kaiserconsulting.com/,https://kaiserconsulting.com/careers/job-postings/,"34 Grace Drive, Powell, OH 43065",22 min,,,
FALSE,"Radiant Technology Group, Inc.",https://radianttech.net/,https://radianttech.net/careers/,"7730 North Central Drive Lewis Center, OH 43035",25 min,,,
FALSE,TechR2,https://techr2.com/,https://techr2.com/careers/,"12477 Broad St SW Pataskala, OH 43062",25 min,,,
FALSE,"Edaptive Computing, Inc.",https://www.edaptive.com/,https://www.edaptive.com/careers/,"210 E. Spring Valley Pike Suite C Dayton, OH 45458",1hr,,,
FALSE,"eBusiness Solutions, Inc.",https://www.ebusiness-inc.com/,https://www.ebusiness-inc.com/open-jobs,"200 East Campus View Blvd, Suite 200, Columbus, OH 43235 ",,,,
TRUE,Paycor,https://www.paycor.com/,https://www.paycor.com/company/careers/available-positions/,Open for remote jobs,,,,
FALSE,Nirvana Insurance,https://www.nirvanatech.com/,https://www.nirvanatech.com/careers,Open for remote jobs,,,,
FALSE,SK Infrared,https://skinfrared.com/,https://skinfrared.com/careers/,"6365 Shier Rings Rd Suite D Dublin, OH 43016-6267",19 min,,,
FALSE,Vivid Soft Global,https://www.vividsoftglobal.com/,https://www.vividsoftglobal.com/careers,"6000 Venture Dr, Dublin, OH 43017",19 min,,,
FALSE,TierFive Solutions Group,https://tierfive.com/,https://tierfive.com/careers/,"150 E Mound St #201, Columbus, OH 43215",,,,
FALSE,QualityIP Columbus,https://qualityip.com/,https://qualityip.com/join-our-team/,"245 S. High Street, Suite 706 Columbus, Ohio 43215",,,,
FALSE,Avco Consulting,https://avcoconsulting.com/,https://avcoconsulting.com/careers/,"5 E Long St #10009, Columbus, OH 43215",,,,
FALSE,Columbus International Corporation,https://www.columbuscorp.com/,https://www.columbuscorp.com/current-Job-openings.php,"200 East Campus View Blvd. Suite 200 Columbus, OH 43235",,,,
FALSE,Techno Rim Consulting,https://www.technorimconsulting.com/,https://www.technorimconsulting.com/careers.php,"2 Mirada Dr S, Suite 335 Lewis Center, OH – 43035",,,,
TRUE,OpenText,https://www.opentext.com/,https://careers.opentext.com/us/en,"3671 Ridge Mill Dr, Hilliard, OH 43026",17 min,,,
TRUE,Tribevest,https://www.tribevest.com/,https://tribevest.notion.site/Job-Board-68afe90faaa0478bb63217147a960120,"1275 Kinnear Rd, Columbus, OH",,,,
TRUE,KBR,https://www.kbr.com/,https://careers.kbr.com/us/en,"2900 Presidential Dr Suite 155, Fairborn, OH 45324",55m,,,
FALSE,UNICON International Inc,https://www.unicon-intl.com/,https://www.unicon-intl.com/job/#tab1,"241 Outerbelt St, Columbus, OH 43213",,,,
FALSE,Kenexis Consulting Corporation,https://www.kenexis.com/,https://www.kenexis.com/about/employment/,"3366 Riverside Dr # 200, Upper Arlington, OH 43221",10 min,,,
FALSE,Columbus Consulting,https://www.columbusconsulting.com/,https://www.columbusconsulting.com/workwithus/,"4200 Regent St Suite 200, Columbus, OH 43219",,,,
FALSE,Halcyon Solutions,https://halcyonit.com/,https://halcyonit.com/careers/,"5910, Venture Drive, Suite A, Dublin, Ohio, 43017",19 min,,,
FALSE,Nanda Technologies,https://www.nandatechnologies.com/,https://www.nandatechnologies.com/careers,"6836 Caine Rd, Columbus, OH 43235",,,,
FALSE,Public Consulting Group,https://www.publicconsultinggroup.com/,https://careers.publicconsultinggroup.com/,"2025 Riverside Dr Suite 100, Upper Arlington, OH 43221",11 min,,,
FALSE,EasyIT Services,https://www.easyit.com/,https://www.easyit.com/career-opportunities/,"4150 Tuller Rd #234, Dublin, OH 43017",20 min,,,
FALSE,Kloud9 IT,https://www.kloud9it.com/,https://www.kloud9it.com/contact-us/careers/,"2600 Corporate Exchange Suite 115 Columbus, OH 43231",,,,
FALSE,DigitlHaus Agency,https://www.digitlhaus.com/,https://www.digitlhaus.com/careers/,Open for remote jobs,,,,
FALSE,Kuno Creative,https://www.kunocreative.com/,https://www.kunocreative.com/digital-marketing-agency-careers,"Avon Lake, Ohio",Open for remote jobs,,,
FALSE,One Columbus,https://columbusregion.com/,https://columbusregion.com/about-us/careers/,"150 S. Front St., Suite 200 Columbus, OH 43215",,,,
FALSE,Palo Creative,https://www.palocreative.com/,https://www.palocreative.com/careers,"970 Windham Ct #3, Boardman, OH 44512",Open for remote jobs,,,
FALSE,MOZAY,https://mozay.com/,https://mozay.com/careers/,"2857 Riviera Dr Suite 102, Fairlawn, OH 44333",Open for remote jobs,,,
FALSE,Expeed Software,https://www.expeed.com/,https://www.expeed.com/company/career/,"100 W. Old Wilson Bridge Road, Suite 216 Worthington, Ohio 43085",16 min,,,
FALSE,ThrillX,https://thrillxdesign.com/,https://thrillxdesign.com/careers/,"2 Bloor Street East, Suite 3500, Toronto, Ontario",Open for remote jobs,,,
FALSE,Web Strategy Plus,https://www.webstrategyplus.com/,https://www.webstrategyplus.com/careers/,"201 East Fifth Street, Suite 1900-1008 Cincinnati, OH 45202",Open for remote jobs,,,
FALSE,Foster Commerce,https://www.fostercommerce.com/,https://www.fostercommerce.com/careers,"Columbus, OH 43214",,,,
FALSE,TRAIT,https://www.uxstudioteam.com/,https://www.uxstudioteam.com/career,"Cleveland, Ohio",Open for remote jobs,,,
FALSE,Robben Media,https://robbenmedia.com/,https://robbenmedia.com/careers/#tab-id-6,"908-08 Strathmore Drive, Cincinnati, OH 45227",Open for remote jobs,,,
FALSE,Thrive Internet Marketing,https://thriveagency.com/,https://thriveagency.com/about/careers/,"600 Superior Ave E Ste 1300 Cleveland, OH 44114",Open for remote jobs,,,
FALSE,"Paragram, LLC.",https://paragram.co/,https://paragram.co/careers,"169 Southwest Ave Tallmadge, OH 44278",Open for remote jobs,,,
FALSE,Concentrek,https://concentrek.io/,https://concentrek.io/jobs,"100 N Summit St, Toledo, OH 43604",Open for remote jobs,,,
FALSE,Ascendum Solutions,https://www.ascendum.com/,https://www.ascendum.com/careers,10290 Alliance Road Cincinnati Ohio 45242,Open for remote jobs,,,
