Bad Lead,Company Name,Website,Career Link,Location,Driving Distance,Jace Notes,,
FALSE,Ohio ptech,https://www.ohioptech.com/,https://www.ohioptech.com/careers.php,"565 Metro Place South, Suite 300, Dublin, Ohio - 43017",19 min,,,
FALSE,ATH Infosystems,https://www.athinfosys.com/,https://www.athinfosys.com/careers.aspx,810 Quaker CT SW New Philadelphia Ohio 44663,Open for remote jobs,,,
FALSE,Magnetic Mobile,https://magneticmobile.com/,https://magneticmobile.com/careers/,"10170 Penny Lane Suite 200 Miamisburg, OH 45342",Open for remote jobs,,,
FALSE,Evanhoe & Associates,https://www.evanhoe.com/,https://www.evanhoe.com/careers,"492 West 2nd Street, Suite 208, Xenia, OH 45385",59 mins,,,
FALSE,Profound Logic Software,https://www.profoundlogic.com/,https://www.profoundlogic.com/careers/#CurrentOpenings,"396 Congress Park Dr, Dayton, OH 45459",Open for remote jobs,,,
FALSE,DB Services,https://dbservices.com/,https://dbservices.com/about/careers,"175 South 3rd Street, Suite 200 Columbus, OH 43215",,,,
FALSE,Innago,https://innago.com/,https://innago.com/careers/,"1308 Race St Suite 100, Cincinnati, OH 45202",Open for remote jobs,,,
FALSE,OmniSpear,https://omnispear.com/,https://omnispear.com/category/careers/,"1425 E Stroop Rd Dayton, OH 45429",Open for remote jobs,,,
FALSE,Keyfactor,https://www.keyfactor.com/,https://www.keyfactor.com/open-positions/,"6150 Oak Tree Blvd Suite 200, Independence, OH 44131",Open for remote jobs,,,
FALSE,ExaTech,https://www.exatechinc.com/,https://www.exatechinc.com/index.php/careers/,"4555 Lake Forest Dr #650, Cincinnati, OH 45242",Open for remote jobs,,,
FALSE,PolarCrowd Technologies,https://polarcrowd.com/,https://polarcrowd.com/careers/,1449 American Beauty Lane Columbus 43240,Open for remote jobs,,,
FALSE,Vetcove,https://shop.vetcove.com/,https://shop.vetcove.com/careers/,"New York, NY",Open for remote jobs,,,
TRUE,Affirm,https://www.affirm.com/,https://www.affirm.com/careers#openings,"San Francisco , CA",Open for remote jobs,,,
FALSE,AcuityMD,https://www.acuitymd.com/,https://www.acuitymd.com/careers,"Boston, MA",Open for remote jobs,,,
TRUE,VSCO,https://www.vsco.co/,https://www.vsco.co/about/careers,"San Francisco, CA",Remote Workplace,,,
FALSE,Acumium,https://www.acumium.com/,https://www.acumium.com/jobs-career/,"400 N. Cleveland Ave. Mogadore, OH 44260",Open for remote jobs,,,
FALSE,Sparkbox,https://sparkbox.com/,https://sparkbox.com/careers,"15 N Main St, Bellbrook, OH 45305",Open for remote jobs,,,
FALSE,Brandvalor,https://brandvalor.com/,https://brandvalor.com/careers/,"9435 Waterstone Blvd, Suite 140 - 65, Cincinnati, OH 45249",Open for remote jobs,,,
FALSE,Mission Essential,https://www.missionessential.com/,https://www.missionessential.com/careers/,"6530 WEST CAMPUS OVAL SUITE 190 NEW ALBANY, OH 43054",21 min,,,
TRUE,Beam Insurance Services,https://www.beambenefits.com/,https://www.beambenefits.com/careers,"One Nationwide Plaza, Columbus, OH 43215",,,,
TRUE,Axuall,https://axuall.com/,https://axuall.com/about/careers-at-axuall/,"724 Prospect Ave E, Cleveland, OH 44115",Open for remote jobs,,,
FALSE,Everest Technologies Inc,https://www.everesttech.com/,https://www.everesttech.com/current-openings/?c=us,"1105 Schrock Road, Suite 500 Columbus, OH 43229",,,,
FALSE,"Ascend Innovations, Inc.",https://ascend-innovations.com/,https://ascend-innovations.breezy.hr/,"124 E 3rd St Suite 400, Dayton, OH 45402",Open for remote jobs,,,
TRUE,BrightEdge,https://www.brightedge.com/,https://www.brightedge.com/careers,"1500 W 3rd St #405, Cleveland, OH 44113",Open for remote jobs,,,
TRUE,UFO Performance Marketing,https://www.uforocks.com/,https://www.uforocks.com/jobs/,"2722 Erie Ave Ste 219 RMB 67673 Cincinnati, OH 45208",Open for remote jobs,,,
FALSE,Evolve Marketing Team,https://www.evolvemarketingteam.com/,https://www.evolvemarketingteam.com/careers/,"935 W. Market St. Akron, OH 44313",Open for remote jobs,,,
FALSE,Sikich,https://www.sikich.com/,https://www.sikich.com/careers/,"4020 Kinross Lakes Parkway Suite 300 Richfield, OH 44286",Open for remote jobs,,,
TRUE,TrellisPoint,https://trellispoint.com/,https://trellispoint.com/careers/,"10091 Brecksville Rd suite b, Brecksville, OH 44141",Open for remote jobs,,,
TRUE,Centric Consulting,https://centricconsulting.com/,https://centricconsulting.com/about-us/careers/,"Dayton , OH",Open for remote jobs,,,
TRUE,SyncShow,https://www.syncshow.com/,https://www.syncshow.com/careers/digital-marketing-jobs,"24803 Detroit Road, Ste D Westlake, Ohio 44145",Open for remote jobs,,,
TRUE,WRL Advertising,https://wrladvertising.com/,https://wrladvertising.com/agency/careers/,"4470 Dressler Rd. N.W. Canton, Ohio 44718",Open for remote jobs,,,
FALSE,LPK,https://lpk.com/,https://lpk.com/careers/,"Cincinnati, Ohio",Open for remote jobs,,,
FALSE,Ellie Brands,https://www.elliebrands.com/,https://www.elliebrands.com/jobs,"5325 Deerfield Blvd. Mason, OH 45040",Open for remote jobs,,,
FALSE,Ologie,https://ologie.com/,https://ologie.com/careers/,"447 East Main Street Columbus, Ohio 43215",,,,
FALSE,Brim,https://brim.pro/,https://brim.pro/career/,"10574 Ravenna Rd, 3rd floor, Twinsburg OH 44087",Open for remote jobs,,,
FALSE,Kleidon,https://www.kleidon.com/,https://www.kleidon.com/contact/careers/,"3517 Embassy Parkway Akron, Ohio 44333",Open for remote jobs,,,
FALSE,The Creative Spot,https://creativespot.com/,https://creativespot.com/connect/#join,"430 E. Rich St. Columbus, OH 43215",,,,
FALSE,Five Rivers Marketing,https://fiveriversmarketing.com/,https://fiveriversmarketing.com/careers/,"228 Byers Rd #301, Miamisburg, OH 45342",Open for remote jobs,,,
FALSE,CMT Consulting,https://cmtconsultingltd.com/,https://cmtconsultingltd.com/careers/,"19300 Detroit Rd., Ste D-202 Rocky River, OH 44116",Open for remote jobs,,,
TRUE,Brandience,https://www.brandience.com/,https://www.brandience.com/careers,"3251 Riverside Drive Cincinnati, OH 45226",Open for remote jobs,,,
FALSE,Canna Design Council,https://cannadesigncouncil.com/,https://cannadesigncouncil.com/contact/#join-us,"2518 Spring Grove Ave. Cincinnati, OH 45214",Open for remote jobs,,,
FALSE,POP,https://www.wearepop.com/,https://www.wearepop.com/careers,"Cincinnati, Ohio",Open for remote jobs,,,
FALSE,Pep Promotions,https://www.peppromotions.com/,https://job-boards.greenhouse.io/pep,"302 W 3rd Street, Suite 900 Cincinnati, OH 45202",Open for remote jobs,,,
FALSE,Inspire PR Group,https://inspireprgroup.com/,https://inspireprgroup.com/careers/,"6120 South Sunbury Road, Columbus, Ohio 43081",,,,
FALSE,Doe-Anderson,https://www.doeanderson.com/,https://www.doeanderson.com/careers,"800 N. High St, Suite 03-113 Columbus, OH 43215",,,,
FALSE,Caveni Digital Solutions,https://caveni.com/,https://caveni.com/careers/,"Columbus, Ohio",,,,
FALSE,HART,https://www.hartinc.com/,https://www.hartinc.com/careers/,"1398 GOODALE BLVD. COLUMBUS, OHIO 43212",,,,
FALSE,Wilderness Agency,https://www.wildernessagency.com/,https://www.wildernessagency.com/careers/,"PO Box 3223, Dayton, OH 45401",Open for remote jobs,,,
FALSE,Innis Maggiore,https://innismaggiore.com/,https://innismaggiore.com/home/ad-agency-careers/,"4715 Whipple Ave NW, Canton, OH 44718",Open for remote jobs,,,
FALSE,Van Tec Marketing,https://vantecmarketing.com/,https://vantecmarketing.com/careers/,"31 S Main St, Dayton, OH 45402",Open for remote jobs,,,
FALSE,Sanctuary Marketing Group,https://www.sanctuarymg.com/,https://www.sanctuarymg.com/careers/,"219 E. Maple St., Ste 125, North Canton OH 44720",Open for remote jobs,,,
FALSE,ChoiceLocal,https://choicelocal.com/,https://choicelocal.com/who-is-choicelocal/careers-at-choicelocal/,"24960 Center Ridge Rd, Westlake, OH 44145",Open for remote jobs,,,
FALSE,Cassel Bear,https://www.casselbear.com/,https://www.casselbear.com/careers/,"4884 Dressler Rd.  Canton, OH 44718",Open for remote jobs,,,
FALSE,898 Marketing,https://www.898marketing.com/,https://www.898marketing.com/careers/,"5721 Shields Road, Suite A, Canfield, OH 44406",Open for remote jobs,,,
FALSE,Fierce Creative Solutions,https://www.fiercecreativesolutions.com/,https://www.fiercecreativesolutions.com/career,"103 S Mill St, Fredericksburg, OH 44627",Open for remote jobs,,,
FALSE,Make & Model Marketing,https://makemodelmarketing.com/,https://makemodelmarketing.com/careers/,"4507 Lorain Avenue, 3rd Floor Cleveland, OH 44102",Open for remote jobs,,,
FALSE,Front Burner Marketing,https://www.frontburnermarketing.com/,https://www.frontburnermarketing.com/join-our-team,"9821 Olde 8 Rd B, Northfield, OH 44067",Open for remote jobs,,,
FALSE,IronTek Solutions,https://ironteksolutions.com/,https://ironteksolutions.com/careers/,"2515 Jay Avenue, Suite 101 Cleveland, OH 44113",Open for remote jobs,,,
FALSE,Hyperquake,https://www.hyperquake.com/,https://www.hyperquake.com/careers,"310 Culvert St #401, Cincinnati, OH 45202",Open for remote jobs,,,
FALSE,MONSTERS Unlimited,https://thinkmonsters.com/,https://thinkmonsters.com/site/contact-us/careers/,"2525 2nd St, Cuyahoga Falls, OH 44221",Open for remote jobs,,,
FALSE,Beyond Spots & Dots,https://www.beyondspotsanddots.com/,https://www.beyondspotsanddots.com/digital-advertising-marketing-pr-careers,"21 E State Street, Suite 200, Columbus, OH 43215",,,,
FALSE,MindInventory,https://www.mindinventory.com/,https://www.mindinventory.com/careers.php,"9341 Ellis Way, Strongsville, Ohio 44136",Open for remote jobs,,,
FALSE,MPG Creative Group,https://mpgagency.com/,https://mpgagency.com/contract-opportunities/,"Cleveland, Ohio",Open for remote jobs,,,
FALSE,FortisureIT,https://www.fortisureit.com/,https://www.fortisureit.com/careers,"3435 Fortuna Dr, Akron, OH 44312",Open for remote jobs,,,
FALSE,Mamsys,https://mamsys.com/,https://mamsys.com/careers/,"33585 Brainbridge Rd, Suite 85-103, Solon, Ohio, 44139",Open for remote jobs,,,
FALSE,Elastostar,https://elastostar.com/,https://elastostar.com/career/,8475 Rausch Dr. Plain City OH 43064,26 min,,,
FALSE,Amify,https://goamify.com/,https://goamify.com/careers/,"700 W Pete Rose Way Suite 540, Cincinnati, OH 45203",Open for remote jobs,,,
FALSE,Mercury Development,https://mercdev.com/,https://mercdev.com/careers/vacancies,"Cleveland, Ohio",Open for remote jobs,,,
FALSE,Ibel Agency,https://ibelagency.com/,https://ibelagency.com/about/#about-join-our-team,"243 N 5th Street, Suite 200, Columbus, OH 43215",,,,
FALSE,Horizons Companies,https://horizonscompanies.com/,https://horizonscompanies.com/careers/,"4000 Horizons Drive Columbus OH, 43220",,,,
FALSE,AhelioTech,https://www.aheliotech.com/,https://www.aheliotech.com/application/,"1000 E Main St, Columbus, OH 43205",,,,
FALSE,Taivara,https://www.taivara.com/,https://www.taivara.com/join-our-team/,"421 W State St, Columbus, OH 43215",,,,
FALSE,Flairsoft,https://flairsoft.net/,https://flairsoft.net/careers/,"7720 Rivers Edge Dr., Suite 200, Columbus, OH 43235",,,,
FALSE,AndHealth,https://andhealth.com/,https://andhealth.com/open-roles/,"2 Miranova Pl, Suite 500 Columbus, OH 43215",,,,
TRUE,Veeam Software,https://www.veeam.com/,https://careers.veeam.com/vacancies,"8800 Lyra Drive Columbus, Ohio 43240",,,,
TRUE,Intellinetics,https://www.intellinetics.com/,https://www.intellinetics.com/careers,"2190 Dividend Drive Columbus, OH 43228",,,,
TRUE,Data Robot,https://www.datarobot.com/,https://www.datarobot.com/careers/open-positions/,"250 West St #150, Columbus, OH 43215",,,,
TRUE,MoveHQ,https://www.movehq.com/,https://updater.com/jobs/openings,"234 N 5th St, Columbus, OH 43215",,,,
FALSE,Orange Barrel Media,https://orangebarrelmedia.com/,https://orangebarrelmedia.com/careers/,"250 North Hartford Ave. Columbus, OH 43222",,,,
TRUE,Hunter Marketing,https://www.huntermarketing.us/,https://www.huntermarketing.us/careers,"15 East Gay Street, Suite #200 Columbus, Ohio 4321",,,,
FALSE,"Nederveld, Inc.",https://www.nederveld.com/,https://www.nederveld.com/careers,"6630 Busch Blvd Columbus, OH 43229",,,,
TRUE,Artemis Consultants,https://artemisconsultants.net/,https://artemisconsultants.net/search-jobs/,"355 East Campus View Blvd Suite 205 Columbus, OH 43235",,,,
TRUE,Arrive Logistics,https://www.arrivelogistics.com/,https://www.arrivelogistics.com/careers/openings/,"500 W Broad St, 3rd Floor, Columbus, OH 43215",,,,
FALSE,Goodwin,https://www.teamgoodwin.com/,https://www.teamgoodwin.com/careers,"4130 E 5th Ave Ste 9 Columbus, OH 43219",,,,
TRUE,Slalom,https://www.slalom.com/,https://jobs.slalom.com/#/,"375 N Front St. Suite 325 Columbus, OH 43215",,,,
TRUE,Triple Whale,https://www.triplewhale.com/,https://www.triplewhale.com/careers,"Columbus, Ohio, USA",,,,
TRUE,Wildix,https://www.wildix.com/,https://www.wildix.com/careers/,"800 N High Street Columbus, OH 43215",,,,
FALSE,Trango Tech Columbus,https://trangotech.com/,https://trangotech.com/careers/,"470 W Broad St, Columbus, OH 43215",,,,
FALSE,Logiciel Technology,https://logicieltechnology.com/,https://logicieltechnology.com/jobs/,"81 Mill St STE 300, Columbus, OH 43230",,,,
FALSE,Smart 1 Marketing,https://smart1marketing.com/,https://smart1marketing.com/careers,"776 Reynoldsburg - New Albany Rd, Blacklick, OH 43004",18 mins,,,
TRUE,Bonfire Red,https://bonfirered.com/,https://bonfirered.com/open-positions,"153 East Main St. Suite 310 Columbus, Ohio 43215",,,,
FALSE,DataPluzz,https://www.datapluzz.com/,https://www.datapluzz.com/careers,"1901 E Dublin Granville, Columbus OH",,,,
FALSE,"Perspective Design Group, Inc",https://www.artofperspective.com/,https://www.artofperspective.com/Careers/Careers,"5000 Arlington Centre Boulevard Building 2 | Suite 2150 Upper Arlington, Ohio 43220",11 mins,,,
FALSE,Empowerid,https://www.empowerid.com/,https://www.empowerid.com/en/Careers,"4393-A Tuller Road, Dublin, OH 43017-5106",19 mins,,,
TRUE,DeliverHealth,https://ai.deliverhealth.com/,https://ai.deliverhealth.com/careers,"929 Harrison Ave, Columbus, OH 43215",,,,
TRUE,Gifthealth,https://www.gifthealth.com/,https://www.gifthealth.com/careers,"266 N 4th St #200, Columbus, OH 43215",,,,
TRUE,McKesson,https://www.mckesson.com/,https://careers.mckesson.com/en,"915 Taylor Rd # A, Columbus, OH 43230",,,,
FALSE,"Digital Data Technologies, Inc.",https://www.ddti.net/,https://www.ddti.net/careers,"2323 W. Fifth Ave., Suite 140, Columbus, OH 43204",,,,
TRUE,Agility Partners,https://www.agilitypartners.io/,https://agilityconnect.io/jobs?_ga=GA1.2.310016503.1743145748,"175 S 3rd St Suite 600, Columbus, OH 43215",,,,
TRUE,AssetWatch,https://www.assetwatch.com/,https://www.assetwatch.com/careers,"60 Collegeview Rd. Westerville, OH 43081",19 mins,,,
FALSE,Cayosoft,https://www.cayosoft.com/,https://www.cayosoft.com/about/careers/,"480 Olde Worthington Rd Suite 310, Westerville, OH 43082",19 mins,,,
TRUE,Loop Returns,https://www.loopreturns.com/,https://www.loopreturns.com/careers/,"797 N Wall St Suite 201, Columbus, OH 43215",,,,
FALSE,Vaco,https://www.vaco.com/,https://www.vaco.com/about/locations/columbus/#,"4215 Worth Avenue, Ste 210, Columbus, OH",,,,
TRUE,Ringside Talent,https://ringsidetalent.com/,https://ringsidetalent.com/jobs/,"266 N. 4th St., Suite #100 Columbus, Ohio 43215",,,,
FALSE,Comtech Global,https://www.comtechglobal.com/,https://www.comtechglobal.com/job-openings.php,"1103 Schrock Road, Suite 102 Columbus, OH 43229",,,,
TRUE,Brooksource,https://www.brooksource.com/,https://jobs.brooksource.com/,"1500 Lake Shore Dr Suite 350, Columbus, OH 43204",,,,
TRUE,Cambard LLC,https://cambard.com/,http://jobs.cambard.com/,"136 Northwoods Blvd, Suite #A2, Columbus, OH 43235",,,,
TRUE,Spherion,https://www.spherion.com/,https://www.spherion.com/job-seekers/,"5951 E Main St # E, Columbus, OH 43213",,,,2
TRUE,Strategic Systems Inc,https://strsi.com/,https://strsi.com/jobs-search/,"475 Metro Pl S #450, Dublin, OH 43017",19 mins,,,
TRUE,Zambito Search Group,https://zsgtalent.com/,https://zsgtalent.com/jobs/,"300 East Broad Street, Suite 490 Columbus, OH 43215",,,,
TRUE,Priority Designs,https://www.prioritydesigns.com/,https://prioritydesigns.isolvedhire.com/jobs/,"100 S Hamilton Road Columbus, OH 43213",,,,
FALSE,Design Collective,https://www.dcollective.com/,https://www.dcollective.com/careers,"151 E Nationwide Blvd, Columbus, OH 43215",,,,
FALSE,"ZenGenius, Inc.",https://www.zengenius.com/,https://www.zengenius.com/joinourteam,"30 E. 4th Avenue Columbus, Ohio 43201",,,,
FALSE,Artisan Talent,https://artisantalent.com/,https://artisantalent.com/jobs/,"20 South 3rd Street, Suite 210 Columbus, OH 43215",,,,
FALSE,Studio 8E8,https://s8e8.com/,https://s8e8.com/work,"8111 Smith's Mill Rd, New Albany, OH 43054",20 mins,,,
FALSE,GripasLLC,https://www.gripas.net/,https://www.gripas.net/career,"Columbus, OH, United States, Ohio",,,,
TRUE,Calculated Hire,https://www.calculatedhire.com/,https://jobs.calculatedhire.com/,"1500 Lake Shore Dr. Suite 350 Columbus, OH 43204",,,,
TRUE,Think Notable,https://www.thinknotable.com/,https://www.thinknotable.com/careers,"8000 Walton Pkwy #230, New Albany, OH 43054",21 mins,,,
TRUE,R&A Marketing,https://ramarketing.com/,https://ramarketing.com/about-us/work-for-us/,"8320 Coppertop Lane Lewis Center, OH 43035",25 mins,,,
FALSE,Digital 8 Marketing,https://digital8content.com/,https://digital8content.com/careers,"565 Metro Pl S Ste 300, Dublin, OH 43017",19 mins,,,
FALSE,Vernovis,https://vernovis.com/,https://vernovis.com/search-jobs/,"3819 Attucks Dr.Powell, OH 43065",21 mins,,,
FALSE,Job&Talent,https://www.jobandtalent.com/,https://www.jobandtalent.com/careers,"6121 E Livingston Ave, Columbus, OH 43232",,,,
FALSE,Revel IT,https://www.revelit.com/,https://www.revelit.com/job-search/,"4900 Blazer Parkway, Dublin, OH 43017",19 mins,,,
FALSE,PrideStaff,https://www.pridestaff.com/,https://jobs.pridestaff.com/,"2471 Hilliard Rome Road Hilliard, OH 43026",17 mins,,,
FALSE,Crown Staffing & Health,https://www.crownstaffing.com/,https://www.crownstaffing.com/careers/,"5304 Westpointe Plaza Drive, Columbus, OH 43228",,,,
FALSE,Made By Things,https://madebythings.com/,https://madebythings.com/careers/,"Columbus, Ohio",,,,
FALSE,EMC Research,https://www.emcresearch.com/,https://www.emcresearch.com/careers/,"88 E Broad St #2025, Columbus, OH 43215",,,,
FALSE,V2Soft,https://www.v2soft.com/,https://www.v2soft.com/careers/job-openings,"100 E. Campus Blvd, Suite 250 Columbus, OH 43235",,,,
FALSE,Aspiration Marketing,https://aspiration.marketing/,https://aspiration.marketing/careers/job-listings,"1283 Heron Nest Ct S, , Columbus, Ohio 43240",,,,
FALSE,CAS,https://www.cas.org/,https://www.cas.org/careers,"2540 Olentangy River Road Columbus, Ohio 43202",,,,
FALSE,Vertiv,https://www.vertiv.com/,https://www.vertiv.com/en-asia/about/career-center/,"505 N Cleveland Ave, Westerville, OH 43082",19 mins,,,
FALSE,Bergmeyer,https://www.bergmeyer.com/,https://www.bergmeyer.com/careers,"875 N High Street Suite 300 Columbus, OH 43215",,,,
FALSE,PPA Agency,https://ppaagency.com/,https://ppaagency.com/careers/,"6760 Thrush Drive, Suite E Canal Winchester, Ohio 43110",21 mins,,,
FALSE,WebFX,https://www.webfx.com/,https://fxinternational.webfx.com/,"20 S 3rd St Columbus, OH 43215",,,,
FALSE,Persistent,https://www.persistent.com/,https://careers.persistent.com/explore-opportunities,"Dubin, Ohio",19 mins,,,
FALSE,BroadField Technology,https://www.teambroadfield.com/,https://www.teambroadfield.com/join-the-team,"1114 Dublin Rd. Columbus, OH 43215",,,,
FALSE,MSAII Group,https://msaii.com/,https://msaii.com/careers,"9775 Fairway Drive, SUITE - D, Powell, OH-43605",22 mins,,,
FALSE,Proven Optics,https://provenoptics.com/,https://provenoptics.com/careers/,"20 South Third Street, Suite 210, Columbus, OH 43215",,,,
FALSE,ARCOS,https://www.arcos-inc.com/,https://www.arcos-inc.com/about/careers/,"8800 Lyra Drive, Suite 200 Columbus, OH 43240",,,,
FALSE,PATH Growth,https://www.pathgrowth.com/,https://www.pathgrowth.com/careers,"1335 Dublin Road, Suite 110B Columbus, OH, 43215",,,,
FALSE,T-CETRA,https://www.tcetra.co/,https://www.tcetra.co/career/,"7240 Muirfield Dr. | Suite 200 | Dublin, OH 43017",20 mins,,,
FALSE,Tiger Systems Inc.,https://www.tsicolumbus.com/,https://www.tsicolumbus.com/about-us/#careers,"963 Schrock Rd, Columbus, OH 43229",,,,
FALSE,CMD MedTech,https://cmdmedtech.com/,https://cmdmedtech.com/careers/,"3585 Interchange Rd, Columbus, OH 43204",,,,
FALSE,"Korda/Nemeth Engineering, Inc.",https://korda.com/,https://korda.com/careers/,"1650 Watermark Drive, Suite 200 Columbus, OH 43215",,,,
FALSE,Dawson,https://www.dawsoncareers.com/,https://www.dawsoncareers.com/current-job-openings,"1114 Dublin Rd, Columbus, OH 43215",,,,
FALSE,Vertafore,https://www.vertafore.com/,https://www.vertafore.com/about/join-our-team,"350 E. 1st Ave. Suite 150 Columbus, OH 43201",,,,
FALSE,All Lines Technology,https://www.all-lines-tech.com/,https://www.all-lines-tech.com/careers/,"Columbus, Ohio",Headquarter in PA,,,
FALSE,RenaissanceTech,https://renaissancetech.com/,https://renaissancetech.com/about/careers/,"5695 Avery Rd Dublin, OH 43016",20 mins,,,
FALSE,Paycom,https://www.paycom.com/,https://www.paycom.com/careers/,"41 S High St Suite 1640, Columbus, OH 43215",,,,
FALSE,IP Pathways,https://www.ippathways.com/,https://www.ippathways.com/careers/,"2191 Citygate Dr. Columbus, OH 43219",,,,
FALSE,Advanced Technology Education,https://ateohio.org/,https://ateohio.org/jobs,"6161 Busch Blvd suite100, Columbus, OH 43229",,,,
FALSE,ECI Software Solutions,https://www.ecisolutions.com/,https://www.ecisolutions.com/careers/job-listings/,"5455 Rings Rd #100, Dublin, OH 43017",20 mins,,,
FALSE,Access Technologies Solution,https://www.accesssol.com/,https://www.accesssol.com/career,"2184 Citygate Drive  Columbus, OH 43219",,,,
FALSE,Banking Soft Solutions LLC,https://bssclouds.com/,https://bssclouds.com/careers/,"100 E Campus View Blvd #250, Columbus, OH 43235",,,,
FALSE,Ontoborn Techologies,https://www.ontoborn.com/,https://www.ontoborn.com/jobs,"3737 Easton Market #1312, Columbus, OH 43219",,,,
FALSE,Pleasant Solutions,https://pleasantsolutions.com/,https://pleasantsolutions.com/careers/,"6500 Emerald Pkwy #100, Dublin, OH 43016",20 mins,,,
FALSE,Divis solutions Inc,https://divissolutions.com/,https://divissolutions.com/currentjobs.html,"565 Metro Pl S #3430, Dublin, OH 43017",20 mins,,,
FALSE,Lambdanets,https://www.lambdanets.com/,https://www.lambdanets.com/careersSAP.html,"2929 Kenny Rd Suite 210, Columbus, OH 43221",,,,
FALSE,Quesquare Solutions Inc,http://www.quesquare.com/,http://www.quesquare.com/careers.php,"6660 N High St #3c, Worthington, OH 43085",16 mins,,,
FALSE,Verdantas,https://www.verdantas.com/,https://www.verdantas.com/careers/job-openings,"7965 N High St #340, Columbus, OH 43235",,,,
FALSE,Big Data Consulting,https://bigdatadots.com/,https://bigdatadots.com/#careers,5255 WILCOX ROAD DUBLIN OH 430,19 mins,,,
FALSE,SBC Small Business Consulting,https://www.sbcfirst.com/,https://www.sbcfirst.com/join-our-team,"175 South 3rd Street, Suite 200, Columbus, OH 43215",,,,
FALSE,Per Scholas,https://perscholas.org/,https://perscholas.org/meet-our-people/#join,"215 N Front St, Columbus, OH 43215",,,,
FALSE,iSOFT SERVICES,https://www.isoftservices.io/,https://www.isoftservices.io/career,"6465 Reflections Dr, Dublin, OH 43017",20 mins,,,
FALSE,Fusion 360,https://fusion360agency.com/,https://fusion360agency.com/careers/,"600 Morrison Road Columbus, Ohio 43230",,,,
FALSE,Acctimize,https://www.niceactimize.com/,https://www.nice.com/careers/apply,"555 S. Front Street. Suite 400 4th floor Columbus, Ohio 43215",,,,
FALSE,AccuNet Inc,https://accu.com/,https://accu.com/careers/,"929 Eastwind Drive Suite 221 Westerville, OH 43081",18 mins,,,
FALSE,Next Level Technologies,https://www.nextleveltech.com/,https://www.nextleveltech.com/it-careers,"400 W Wilson Bridge Rd #100, Columbus, OH 43085",,,,
FALSE,Quest Software,https://www.quest.com/,https://careers-quest.icims.com/,"6500 Emerald Pkwy, Dublin, OH 43016",,,,